timestamp,system,node,release,version,machine,processor,cpu_model,python_version,benchmark,run_id,working_set_bytes,iters_inner,elapsed_s,latency_ns,energy_j,avg_power_w
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,65536,50000000,0.08259638800018365,1.651927760003673,1.6637529999970866,20.14316897239365
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,65536,50000000,0.08230616699984239,1.6461233399968478,1.6647909999992407,20.226807548970523
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,65536,50000000,0.08209257699991213,1.6418515399982425,1.6749840000011318,20.403598732232815
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,65536,50000000,0.08235993700009203,1.6471987400018406,1.6752890000025218,20.3410670408921
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,65536,50000000,0.08239415599973654,1.6478831199947308,1.7003740000000107,20.63707042530356
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,262144,50000000,0.14131029700001818,2.8262059400003636,2.852592999999615,20.186731332107016
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,262144,50000000,0.14163509900026838,2.8327019800053677,2.8814630000015313,20.344272149632
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,262144,50000000,0.14161996900020313,2.8323993800040626,2.869377999999415,20.261111623285974
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,262144,50000000,0.14170336500001213,2.8340673000002425,2.949333000000479,20.81342951877132
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,262144,50000000,0.1414385860002767,2.828771720005534,2.8416679999972985,20.091179361703595
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,1048576,50000000,0.21934909199990216,4.386981839998043,4.412281000000803,20.11533742753205
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,1048576,50000000,0.22702324400006546,4.540464880001309,4.581410000002506,20.180356510107774
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,1048576,50000000,0.22945314799972039,4.589062959994408,4.640857000002143,20.22572817352586
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,1048576,50000000,0.22467150500006028,4.493430100001206,4.706957999998849,20.950400452418684
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,1048576,50000000,0.2253502540002046,4.507005080004092,4.538990000000922,20.141934253141784
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,4194304,50000000,0.5202924110003551,10.405848220007101,10.165500999999495,19.538053573479004
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,4194304,50000000,0.520700019999822,10.41400039999644,10.150182000001223,19.493338986245274
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,4194304,50000000,0.5172096639998927,10.344193279997853,10.118381999996927,19.563404754940983
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,4194304,50000000,0.5198128189999807,10.396256379999613,10.173558000002231,19.571579668955046
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,4194304,50000000,0.5194846559998041,10.389693119996082,10.139683999997942,19.51873627621018
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,16777216,50000000,0.646690432000014,12.93380864000028,13.55160099999921,20.955313902029275
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,16777216,50000000,0.6024954159997833,12.049908319995666,11.744416000001365,19.492954947238285
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,16777216,50000000,0.6521810360000018,13.043620720000035,13.434779999999591,20.59977101204696
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,16777216,50000000,0.6429826650000905,12.85965330000181,12.97005899999931,20.17170867273301
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,16777216,50000000,0.6266432859997622,12.532865719995243,12.260405999997602,19.56520762914909
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,0,67108864,50000000,3.3333413989998917,66.66682797999783,64.60274000000209,19.380775104339737
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,1,67108864,50000000,3.3156096860002435,66.31219372000487,64.40498599999773,19.424779180715966
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,2,67108864,50000000,3.324055313000372,66.48110626000744,64.66157700000258,19.45261763458367
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,3,67108864,50000000,3.29792610100003,65.9585220200006,64.0689280000006,19.42703566965099
2026-01-22T15:41:09,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,pointer_chase,4,67108864,50000000,3.591706094000074,71.83412188000148,72.57970899999782,20.207585782489787
