timestamp,system,node,release,version,machine,processor,cpu_model,python_version,benchmark,run_id,n_per_thread,iters_inner,num_threads,elapsed_s,gflops,energy_j,avg_power_w
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,500000,2,0.01169708499992339,43.7715892466673,0.5323470000002999,45.511082462321724
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,500000,2,0.01357656499976656,37.712042774354444,0.4489130000001751,33.0652856600984
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,1000000,2,0.024912899000355537,41.10320521049703,1.0003020000003744,40.151971072740224
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,1000000,2,0.02230090700004439,45.917414928368686,0.9782080000004498,43.86404552956087
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,1000000,2,0.02314480299992283,44.24319360175216,1.021604000001389,44.13967144178308
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,2000000,2,0.045120998000129475,45.38906697041859,1.8905589999994845,41.89976028442588
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,2000000,2,0.046054867999828275,44.46869764142276,2.0640820000007807,44.81788982672748
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,2000000,2,0.04513619299996208,45.37378684112151,2.0233100000004924,44.826775709732374
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,500000,4,0.014192884000294725,72.14883176518147,0.8110329999981332,57.143636203980215
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,500000,4,0.014266746999965108,71.77529677946237,0.7539050000013958,52.84351085802809
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,500000,4,0.012832929999603948,79.7947156285901,0.7243630000011763,56.44564413766238
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,1000000,4,0.026280409999799303,77.9287689962082,1.5395470000003115,58.58154420011212
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,1000000,4,0.02682327599995915,76.35159851477944,1.3084679999992659,48.78106611590838
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,1000000,4,0.028569472000071983,71.6849089823865,1.2448089999998047,43.57129876242264
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,2000000,4,0.05447252100020705,75.19387619281346,2.4603820000011183,45.16739733767354
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,2000000,4,0.05338922700002513,76.7195973824096,2.3858579999978247,44.688004192244655
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,2000000,4,0.05287140600012208,77.47098686935888,2.4296200000026147,45.9533835736656
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,500000,8,0.016689654999936465,122.71074506979302,1.0454069999977946,62.63802337446606
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,500000,8,0.018610106000323867,110.04773427751347,0.9258399999998801,49.74931362474604
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,500000,8,0.018921023000075365,108.23939064985241,0.8876320000017586,46.912474024169995
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,1000000,8,0.038582806999784225,106.1612754101304,1.7282669999985956,44.793708244406915
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,1000000,8,0.03802670699997179,107.71377074546682,1.7114820000024338,45.007368111146285
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,1000000,8,0.03790497399995729,108.05969686206922,1.7443190000012692,46.01820858664181
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,0,256,2000000,8,0.07597576099988146,107.82386240281005,3.3779209999993327,44.4605089247425
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,1,256,2000000,8,0.07612516600011077,107.61224481255095,3.4163730000000214,44.87836519128314
2026-01-22T15:41:56,Linux,mateusz-nytko-Vector-GP66-12UGS,6.11.0-25-generic,#25~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue Apr 15 17:20:50 UTC 2,x86_64,x86_64,12th Gen Intel(R) Core(TM) i7-12700H,3.12.3,fma_compute_peak,2,256,2000000,8,0.07458547000032922,109.83372498643287,3.4371250000003783,46.083037352787436
