timestamp,backend,system,arch,hostname,python_version,gpu_model,gpu_index,vector_len,inner_iters,run_idx,elapsed_s,throughput_gflops,energy_joule,avg_power_watt
2026-01-25T10:15:14.659796+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,1,0.006115,342.9638,,
2026-01-25T10:15:15.201145+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,2,0.007145,293.5184,,
2026-01-25T10:15:15.743410+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,3,0.007328,286.1948,,
2026-01-25T10:15:16.266827+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,4,0.007003,299.4488,,
2026-01-25T10:15:16.778986+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,0,0.018890,555.0897,,
2026-01-25T10:15:17.295106+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,1,0.022190,472.5471,,
2026-01-25T10:15:17.810835+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,2,0.022289,470.4376,,
2026-01-25T10:15:18.334336+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,3,0.022953,456.8378,,
2026-01-25T10:15:18.868474+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,4,0.018563,564.8628,,
2026-01-25T10:15:19.387374+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,0,0.034425,609.1915,,
2026-01-25T10:15:19.905469+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,1,0.027135,772.8563,,
2026-01-25T10:15:20.421255+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,2,0.031549,664.7329,,
2026-01-25T10:15:20.935144+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,3,0.032206,651.1588,,
2026-01-25T10:15:21.446706+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,4,0.034411,609.4512,,
2026-01-25T10:17:14.064887+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,0,0.007113,294.8181,,
2026-01-25T10:17:14.616429+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,1,0.007477,280.4695,,
2026-01-25T10:17:15.165425+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,2,0.007628,274.9341,,
2026-01-25T10:17:15.707558+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,3,0.007372,284.4753,,
2026-01-25T10:17:16.232554+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,4,0.007378,284.2455,,
2026-01-25T10:17:16.754847+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,0,0.019483,538.1970,,
2026-01-25T10:17:17.276882+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,1,0.021191,494.8233,,
2026-01-25T10:17:17.796290+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,2,0.023208,451.8255,,
2026-01-25T10:17:18.315334+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,3,0.021168,495.3668,,
2026-01-25T10:17:18.870710+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,4,0.019039,550.7480,,
2026-01-25T10:17:19.407341+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,0,0.032305,649.1776,,
2026-01-25T10:17:19.922402+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,1,0.029778,704.2563,,
2026-01-25T10:17:20.479663+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,2,0.028177,744.2747,,
2026-01-25T10:17:21.026361+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,3,0.032558,644.1181,,
2026-01-25T10:17:21.564369+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,4,0.029915,701.0272,,
2026-01-25T10:18:22.453701+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,0,0.007879,266.1684,,
2026-01-25T10:18:23.007913+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,1,0.007449,281.5174,,
2026-01-25T10:18:23.543585+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,2,0.007446,281.6324,,
2026-01-25T10:18:24.078726+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,3,0.007131,294.0998,,
2026-01-25T10:18:24.605278+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,1000,4,0.007150,293.2943,,
2026-01-25T10:18:25.138070+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,0,0.020149,520.4002,,
2026-01-25T10:18:25.663179+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,1,0.020716,506.1784,,
2026-01-25T10:18:26.192693+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,2,0.020610,508.7808,,
2026-01-25T10:18:26.717392+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,3,0.017610,595.4505,,
2026-01-25T10:18:27.253922+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,5000,4,0.017501,599.1421,,
2026-01-25T10:18:27.796558+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,0,0.026372,795.2116,,
2026-01-25T10:18:28.346630+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,1,0.031477,666.2411,,
2026-01-25T10:18:28.871143+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,2,0.031365,668.6219,,
2026-01-25T10:18:29.405025+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,3,0.032229,650.7017,,
2026-01-25T10:18:29.932725+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1048576,10000,4,0.031997,655.4274,,
