timestamp,backend,system,arch,hostname,python_version,gpu_model,gpu_index,size_bytes,num_elements,run_idx,elapsed_s,throughput_gbps,energy_joule,avg_power_watt
2026-01-23T14:02:17.754354,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,3,0.006249,21.4778,,
2026-01-23T14:02:17.857639,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,4,0.020951,6.4061,,
2026-01-23T14:02:17.957681,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,5,0.011963,11.2198,,
2026-01-23T14:02:18.047920,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,6,0.008167,16.4341,,
2026-01-23T14:02:18.483941,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,0,0.047822,11.2264,,
2026-01-23T14:02:18.871715,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,1,0.049764,10.7884,,
2026-01-23T14:02:19.327834,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,2,0.051830,10.3583,,
2026-01-23T14:02:19.787325,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,3,0.063684,8.4303,,
2026-01-23T14:02:20.268946,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,4,0.102720,5.2266,,
2026-01-23T14:02:20.693630,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,5,0.070521,7.6129,,
2026-01-23T14:02:21.084607,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,6,0.044499,12.0648,,
2026-01-23T14:02:24.549239,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,0,0.537705,3.9938,,
2026-01-23T14:02:27.223698,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,1,0.678013,3.1673,,
2026-01-23T14:02:29.932052,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,2,1.004139,2.1386,,
2026-01-23T14:02:32.568890,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,3,0.584221,3.6758,,
2026-01-23T14:02:36.572182,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,4,1.543564,1.3913,,
2026-01-23T14:02:39.573121,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,5,0.811074,2.6477,,
2026-01-23T14:02:42.824732,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,6,0.842671,2.5484,,
2026-01-23T14:03:12.662333,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,0,0.001157,7.2508,,
2026-01-23T14:03:12.671765,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,1,0.000579,14.4808,,
2026-01-23T14:03:12.679688,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,2,0.000518,16.1799,,
2026-01-23T14:03:12.687926,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,3,0.000522,16.0727,,
2026-01-23T14:03:12.696101,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,4,0.000428,19.6167,,
2026-01-23T14:03:12.704066,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,5,0.000390,21.5345,,
2026-01-23T14:03:12.712216,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,6,0.000504,16.6427,,
2026-01-23T14:03:12.734521,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,0,0.001106,30.3294,,
2026-01-23T14:03:12.758801,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,1,0.001124,29.8627,,
2026-01-23T14:03:12.781904,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,2,0.001096,30.6095,,
2026-01-23T14:03:12.805656,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,3,0.001132,29.6330,,
2026-01-23T14:03:12.829009,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,4,0.001088,30.8381,,
2026-01-23T14:03:12.853201,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,5,0.001091,30.7521,,
2026-01-23T14:03:12.876949,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,6,0.001051,31.9199,,
2026-01-23T14:03:12.958677,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,0,0.004004,33.5206,,
2026-01-23T14:03:13.042062,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,1,0.003624,37.0328,,
2026-01-23T14:03:13.125748,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,2,0.003402,39.4550,,
2026-01-23T14:03:13.206230,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,3,0.003516,38.1734,,
2026-01-23T14:03:13.290333,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,4,0.003784,35.4675,,
2026-01-23T14:03:13.374971,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,5,0.003337,40.2201,,
2026-01-23T14:03:13.460639,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,6,0.004023,33.3588,,
2026-01-23T14:03:13.810506,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,0,0.013626,39.4006,,
2026-01-23T14:03:14.134361,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,1,0.015422,34.8128,,
2026-01-23T14:03:14.458414,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,2,0.015953,33.6530,,
2026-01-23T14:03:14.798797,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,3,0.023175,23.1656,,
2026-01-23T14:03:15.148870,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,4,0.019332,27.7717,,
2026-01-23T14:03:15.483553,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,5,0.017736,30.2709,,
2026-01-23T14:03:15.862182,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,6,0.046899,11.4473,,
2026-01-23T14:03:19.488331,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,0,0.454142,4.7287,,
2026-01-23T14:03:22.020763,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,1,0.561789,3.8226,,
2026-01-23T14:03:24.549256,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,2,0.589865,3.6406,,
2026-01-23T14:03:27.352062,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,3,0.643858,3.3353,,
2026-01-23T14:03:30.530823,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,4,1.062904,2.0204,,
2026-01-23T14:03:34.054064,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,5,1.045333,2.0544,,
2026-01-23T14:03:36.965440,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,6,1.126591,1.9062,,
2026-01-23T14:09:24.098393,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,0,0.001326,6.3284,,
2026-01-23T14:09:24.627036,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,1,0.000735,11.4085,,
2026-01-23T14:09:25.168298,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,2,0.000731,11.4808,,
2026-01-23T14:09:25.706327,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,3,0.000543,15.4439,,
2026-01-23T14:09:26.257026,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,4,0.000648,12.9471,,
2026-01-23T14:09:26.792819,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,5,0.000589,14.2361,,
2026-01-23T14:09:27.332312,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,6,0.000432,19.4256,,
2026-01-23T14:09:27.867105,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,0,0.001461,22.9720,,
2026-01-23T14:09:28.407847,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,1,0.001214,27.6339,,
2026-01-23T14:09:28.942686,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,2,0.001047,32.0584,,
2026-01-23T14:09:29.492252,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,3,0.001159,28.9554,,
2026-01-23T14:09:30.044322,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,4,0.001026,32.7161,,
2026-01-23T14:09:30.588598,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,5,0.001048,32.0100,,
2026-01-23T14:09:31.123990,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,6,0.001286,26.0870,,
2026-01-23T14:09:31.662667,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,0,0.004044,33.1921,,
2026-01-23T14:09:32.203402,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,1,0.003269,41.0603,,
2026-01-23T14:09:32.743306,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,2,0.003561,37.6893,,
2026-01-23T14:09:33.282894,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,3,0.003337,40.2176,,
2026-01-23T14:09:33.822958,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,4,0.003295,40.7286,,
2026-01-23T14:09:34.368759,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,5,0.003911,34.3154,,
2026-01-23T14:09:34.913180,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,6,0.004168,32.2013,,
2026-01-23T14:09:35.497032,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,0,0.020572,26.0978,,
2026-01-23T14:09:36.075363,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,1,0.041108,13.0601,,
2026-01-23T14:09:36.749249,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,2,0.168857,3.1794,,
2026-01-23T14:09:37.329935,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,3,0.047767,11.2393,,
2026-01-23T14:09:37.892594,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,4,0.053934,9.9542,,
2026-01-23T14:09:38.538858,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,5,0.065030,8.2557,,
2026-01-23T14:09:39.193926,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,6,0.053631,10.0104,,
2026-01-23T14:09:42.570757,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,0,0.413337,5.1955,,
2026-01-23T14:09:45.442074,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,1,0.525150,4.0893,,
2026-01-23T14:09:48.092492,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,2,0.565581,3.7970,,
2026-01-23T14:09:50.902154,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,3,0.610252,3.5190,,
2026-01-23T14:09:54.540831,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,4,1.276900,1.6818,,
2026-01-23T14:09:57.563650,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,5,0.842593,2.5487,,
2026-01-23T14:10:01.101902,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,6,1.015801,2.1141,,
2026-01-23T14:12:25.771790,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,0,0.001145,7.3236,,
2026-01-23T14:12:26.284752,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,1,0.000965,8.6887,,
2026-01-23T14:12:26.786873,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,2,0.000787,10.6640,,
2026-01-23T14:12:27.287358,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,3,0.000716,11.7221,,
2026-01-23T14:12:27.793055,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,4,0.000793,10.5800,,
2026-01-23T14:12:28.292176,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,5,0.000944,8.8847,,
2026-01-23T14:12:28.798387,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,6,0.000955,8.7854,,
2026-01-23T14:12:29.299006,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,0,0.001216,27.5837,,
2026-01-23T14:12:29.806448,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,1,0.001003,33.4624,,
2026-01-23T14:12:30.308653,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,2,0.001045,32.1005,,
2026-01-23T14:12:30.824821,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,3,0.001066,31.4646,,
2026-01-23T14:12:31.362243,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,4,0.001017,33.0044,,
2026-01-23T14:12:31.893767,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,5,0.001242,27.0219,,
2026-01-23T14:12:32.447771,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,6,0.001040,32.2639,,
2026-01-23T14:12:32.976395,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,0,0.003623,37.0430,,
2026-01-23T14:12:33.529700,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,1,0.003325,40.3672,,
2026-01-23T14:12:34.054080,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,2,0.003608,37.2048,,
2026-01-23T14:12:34.574428,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,3,0.003926,34.1912,,
2026-01-23T14:12:35.086031,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,4,0.003135,42.8166,,
2026-01-23T14:12:35.592245,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,5,0.003192,42.0449,,
2026-01-23T14:12:36.124212,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,6,0.003276,40.9658,,
2026-01-23T14:12:36.656792,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,0,0.016194,33.1526,,
2026-01-23T14:12:37.189524,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,1,0.013760,39.0175,,
2026-01-23T14:12:37.714237,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,2,0.013036,41.1824,,
2026-01-23T14:12:38.242841,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,3,0.014083,38.1230,,
2026-01-23T14:12:38.779025,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,4,0.017489,30.6968,,
2026-01-23T14:12:39.316990,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,5,0.016254,33.0300,,
2026-01-23T14:12:39.863817,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,268435456,67108864,6,0.049422,10.8631,,
2026-01-23T14:12:43.656000,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,0,0.605213,3.5483,,
2026-01-23T14:12:46.276927,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,1,0.902691,2.3790,,
2026-01-23T14:12:48.732340,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,2,0.511091,4.2018,,
2026-01-23T14:12:51.399621,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,3,0.595099,3.6086,,
2026-01-23T14:12:54.206075,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,4,0.540140,3.9758,,
2026-01-23T14:12:57.191681,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,5,0.809222,2.6538,,
2026-01-23T14:12:59.638462,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,1073741824,268435456,6,0.861192,2.4936,,
2026-01-23T14:24:02.981943+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,0,0.001238,6.7750,,
2026-01-23T14:24:03.494027+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,1,0.000742,11.3022,,
2026-01-23T14:24:03.993894+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,2,0.000725,11.5705,,
2026-01-23T14:24:04.496746+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,3,0.000704,11.9213,,
2026-01-23T14:24:04.999675+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,4,0.000765,10.9637,,
2026-01-23T14:24:05.499511+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,5,0.000733,11.4390,,
2026-01-23T14:24:06.004163+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,4194304,1048576,6,0.000731,11.4801,,
2026-01-23T14:24:06.509081+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,0,0.001263,26.5646,,
2026-01-23T14:24:07.016764+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,1,0.001115,30.0835,,
2026-01-23T14:24:07.517207+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,2,0.001172,28.6199,,
2026-01-23T14:24:08.027158+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,3,0.001102,30.4579,,
2026-01-23T14:24:08.582356+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,4,0.001058,31.7275,,
2026-01-23T14:24:09.098969+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,5,0.001211,27.7176,,
2026-01-23T14:24:09.600355+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,16777216,4194304,6,0.001084,30.9460,,
2026-01-23T14:24:10.115225+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,0,0.004005,33.5111,,
2026-01-23T14:24:10.621162+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,1,0.003289,40.8070,,
2026-01-23T14:24:11.134662+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,2,0.003315,40.4921,,
2026-01-23T14:24:11.648716+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,3,0.003287,40.8267,,
2026-01-23T14:24:12.162126+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,4,0.003364,39.9012,,
2026-01-23T14:24:12.670444+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,5,0.003380,39.7050,,
2026-01-23T14:24:13.203406+00:00,metal,Darwin,arm64,MacBook-Pro-Mateusz.local,3.13.7,Apple M2 Pro,0,67108864,16777216,6,0.005068,26.4858,,
